LKQ code;IC - konkurenční kód;Název;oe;Typ auta;Výskyt registrovaných aut na trhu;EAN;Odhad prodeje 2026
ST-ABM28170-5;5510-00-3521900P;přední nárazník;2058802440;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | C 160 (205.044) (1595ccm\95kW\129HP) [04\15-11\19];3078;BZ04174BD;31
ST-ABM28360-3;5703-05-3546921P;zadní nárazník;9015200031;MERCEDES-BENZ | SPRINTER 2-t bus (B901, B902) [01\95-05\06] | 208 CDI (901.671, 902.671, 902.672) (2148ccm\60kW\82HP) [04\00-05\06];16936;BZ0852-034A;237
ST-ABM28690-7;5506-00-3570954P;zadní nárazník;1778800002649990;MERCEDES-BENZ | A-CLASS (W177) [03\18-] | A 160 (177.082) (1332ccm\80kW\109HP) [06\18-];897;23-8558-WSH;7
ST-ABM28770-23;5510-00-3508905P;nárazník;2048805847;MERCEDES-BENZ | C-CLASS (W204) [01\07-01\15] | C 180 CDI (204.000) (2143ccm\88kW\120HP) [04\10-03\14];6920;BZ04129BE;83
ST-ABM28770-24;5510-00-3518913P;nárazník;2048806347;MERCEDES-BENZ | C-CLASS (W204) [01\07-01\15] | C 180 CDI (204.000) (2143ccm\88kW\120HP) [04\10-03\14];6920;BZ04129BB;83
ST-ABM28770-25;5510-00-3518912Q;nárazník;2048806147;MERCEDES-BENZ | C-CLASS (W204) [01\07-01\15] | C 180 CDI (204.000) (2143ccm\88kW\120HP) [04\10-03\14];6920;BZ04129BA;83
ST-ABM28790-19;5510-00-3529916P;přední nárazník;2128852738;MERCEDES-BENZ | E-CLASS (W212) [01\09-12\16] | E 180 (212.040) (1595ccm\115kW\156HP) [08\13-12\15];4681;BZ04142BD;47
ST-ABM28880-4;5510-00-3535903P;přední nárazník;1178800840;MERCEDES-BENZ | CLA coupé (C117) [01\13-03\19] | CLA 180 (117.342) (1595ccm\90kW\122HP) [01\13-03\19];1076;MD1300000-0000;9
ST-ABM28890-6;5510-00-3521910PP;přední nárazník;20588023059999;MERCEDES-BENZ | C-CLASS (W205) [07\13-02\23] | C 160 (205.044) (1595ccm\95kW\129HP) [04\15-11\19];1286;23-9990-WSOCH-3;10
ST-ABM28910-8;5510-00-3531903P;nárazník;21388527009999;MERCEDES-BENZ | E-CLASS (W213) [01\16-] | E 180 (213.040) (1595ccm\115kW\156HP) [01\16-06\19];2991;BZ04226BB;30
ST-ABM28910-9;5506-00-3531950P;nárazník;2138850801649999;MERCEDES-BENZ | E-CLASS (W213) [01\16-] | E 180 (213.040) (1595ccm\115kW\156HP) [01\16-06\19];1226;BZ04229BB;10
ST-ABM28940-1;5510-00-3549901P;nárazník;9108859300;MERCEDES-BENZ | SPRINTER 3,5-t dodávka (907, 910) [02\18-] | 311 CDI (910.631, 910.633) (1950ccm\84kW\114HP) [10\21-05\25];1670;BZ04332BAX;13
ST-ABM28940-2;5510-00-3549902P;nárazník;91088582009K83;MERCEDES-BENZ | SPRINTER 3,5-t dodávka (907, 910) [02\18-] | 311 CDI (910.631, 910.633) (1950ccm\84kW\114HP) [10\21-05\25];1670;BZ04332BCX;13
ST-ABM29200-3;5506-00-4003950P;nárazník;51129806645;MINI | MINI COUNTRYMAN (R60) [08\10-10\16] | Cooper (1598ccm\85kW\115HP) [08\10-10\16];1302;04-8501-OHWSH-2;16
ST-ABM29220-1;5510-00-4004906P;přední nárazník;51119477044;MINI | MINI COUNTRYMAN (F60) [10\16-] | Cooper S (1998ccm\131kW\178HP) [07\20-];241;04-9908-OSH;1
ST-ABM29220-2;5510-00-4004907P;přední nárazník;51119880354;MINI | MINI COUNTRYMAN (F60) [10\16-] | Cooper S (1998ccm\131kW\178HP) [07\20-];241;04-9908-WSH;1
ST-ABM29230;5510-00-4002902P;nárazník;51115A3C855;MINI | MINI 3dv. (F56) [12\13-] | Cooper (1499ccm\100kW\136HP) [12\13-];814;AT04058BC;10
ST-ABM29230-1;5510-00-4002901P;nárazník;51115A3C853;MINI | MINI 3dv. (F56) [12\13-] | Cooper (1499ccm\100kW\136HP) [12\13-];814;AT04058BB;10
ST-ABM29230-2;5510-00-4002900P;nárazník;51115A3C850;MINI | MINI 3dv. (F56) [12\13-] | Cooper (1499ccm\100kW\136HP) [12\13-];955;AT04058BA;11
ST-ABM32102;5510-00-0561901P;přední nárazník;155254044;CITROËN | SPACETOURER bus (V_) [04\16-] | 1.5 BlueHDi 100 (1499ccm\75kW\102HP) [06\18-];5396;P1-TV16S-P;130
ST-ABM32104-1;5506-00-5034956P;zadní nárazník;168044951T;OPEL | MOKKA [06\20-] | 1.2 (76) (1199ccm\100kW\136HP) [12\22-];173;OP04119BB;1
ST-ABM32310;5510-00-5079906Q;přední nárazník;1401115;OPEL | INSIGNIA A (G09) [07\08-03\17] | 1.4 (68) (1364ccm\103kW\140HP) [04\11-03\17];5697;OP04089BB;137
ST-ABM32310-1;5510-00-5079909Q;přední nárazník;1401112;OPEL | INSIGNIA A (G09) [07\08-03\17] | 1.4 (68) (1364ccm\103kW\140HP) [04\11-03\17];5232;OP04089BC;126
ST-ABM32790;5510-00-5037900Q;přední nárazník;1623839780;OPEL | GRANDLAND / GRANDLAND X (A18, P1UO) [06\17-] | 1.2 (1199ccm\81kW\110HP) [06\17-07\21];951;OP04109BA;15
ST-ABM32850-4;5506-00-5036951P;zadní nárazník;39157470;OPEL | CROSSLAND X / CROSSLAND (P17, P2QO) [03\17-] | 1.2 (1199ccm\61kW\83HP) [07\19-];3276;OP04108BB;66
ST-ABM32850-5;5506-00-5036950P;zadní nárazník;39157468;OPEL | CROSSLAND X / CROSSLAND (P17, P2QO) [03\17-] | 1.2 (1199ccm\61kW\83HP) [07\19-];3276;OP04108BA;66
ST-ABM32850-L;5506-00-5036961P;nárazník;39097387;OPEL | CROSSLAND X / CROSSLAND (P17, P2QO) [03\17-] | 1.2 (1199ccm\61kW\83HP) [07\19-];3276;OP04108PAL;66
ST-ABM32850-R;5506-00-5036962P;P nárazník;39097388;OPEL | CROSSLAND X / CROSSLAND (P17, P2QO) [03\17-] | 1.2 (1199ccm\61kW\83HP) [07\19-];3276;OP04108PAR;66
ST-ABM32930;5510-00-5001900P;nárazník;13355266;OPEL | ADAM (M13) [10\12-05\19] | 1.0 (999ccm\66kW\90HP) [07\14-11\18];365;OP04088BA;3
ST-ABM32930-1;5506-00-5001950P;zadní nárazník;13356473;OPEL | ADAM (M13) [10\12-05\19] | 1.0 (999ccm\66kW\90HP) [07\14-11\18];365;OP0505-020AA;3
ST-ABM32930-2;5506-00-5001951P;zadní nárazník;13392371;OPEL | ADAM (M13) [10\12-05\19] | 1.0 (999ccm\66kW\90HP) [07\14-11\18];365;OP0505-020AB;3
ST-ABM32950-5;5510-00-5082902P;přední nárazník;13491134;OPEL | INSIGNIA B Country Tourer (Z18) [06\17-] | 1.5 (47) (1490ccm\121kW\165HP) [06\17-];1478;OP04106BA;24
ST-ABM32980-1;5506-00-5034951P;nárazník;42505629;OPEL | MOKKA / MOKKA X (J13) [06\12-12\19] | 1.4 (_76) (1364ccm\103kW\140HP) [04\13-12\19];5160;BK04087BC;124
ST-ABM32980-2;5506-00-5034952P;nárazník;42505631;OPEL | MOKKA / MOKKA X (J13) [06\12-12\19] | 1.4 (_76) (1364ccm\103kW\140HP) [04\13-12\19];5160;OP04105BB;124
ST-ABM32980-3;5506-00-5034950P;nárazník;42505630;OPEL | MOKKA / MOKKA X (J13) [06\12-12\19] | 1.4 (_76) (1364ccm\103kW\140HP) [04\13-12\19];5160;OP04105BA;124
ST-ABM32990-1;5510-00-5028903Q;přední nárazník;166383561T;OPEL | CORSA F (P2JO) [07\19-] | 1.2 (68) (1199ccm\55kW\75HP) [07\19-];287;OP04114BAX;2
ST-ABM32990-2;5510-00-5028905Q;nárazník;166383581T;OPEL | CORSA F (P2JO) [07\19-] | 1.2 (68) (1199ccm\55kW\75HP) [07\19-];287;OP04114BCX;2
ST-ABM32990-3;5510-00-5028904Q;nárazník;166383571T;OPEL | CORSA F (P2JO) [07\19-] | 1.2 (68) (1199ccm\55kW\75HP) [07\19-];274;OP04114BBX;2
ST-ABM34620-10;5510-00-5519907PA;přední nárazník;1610742580;PEUGEOT | 308 II (LB_, LP_, LW_, LH_, L3_) [09\13-06\21] | 1.2 THP 110 (1199ccm\81kW\110HP) [11\13-06\21];6356;P1-30813BS-P2;153
ST-ABM34620-8;5510-00-5519907PP;přední nárazník;1610742480;PEUGEOT | 308 II (LB_, LP_, LW_, LH_, L3_) [09\13-06\21] | 1.2 THP 110 (1199ccm\81kW\110HP) [11\13-06\21];6356;P1-30813BS-P1;153
ST-ABM34670-2;5510-00-5519911P;přední nárazník;1627403180;PEUGEOT | 308 II (LB_, LP_, LW_, LH_, L3_) [09\13-06\21] | 1.2 THP 110 (1199ccm\81kW\110HP) [11\13-06\21];6329;12-9927-WSH;152
ST-ABM34710;5510-00-5517903P;nárazník;983851651T;PEUGEOT | 2008 II (UD_, US_, UY_, UJ_, UR_, UC_) [08\19-] | 1.2 PureTech 100 (USHNK) (1199ccm\74kW\101HP) [11\19-];88;PG04085BAX;1
ST-ABM34750;5510-00-5549900P;přední nárazník;1675868380;PEUGEOT | 3008 II SUV (MC_, MR_, MJ_, M4_) [05\16-] | 1.2 Hybrid 136 (MRHPYE) (1199ccm\100kW\136HP) [05\23-11\23];1630;UPO02-23210;26
ST-ABM34750-1;5510-00-5549901P;nárazník;1675868480;PEUGEOT | 3008 II SUV (MC_, MR_, MJ_, M4_) [05\16-] | 1.2 Hybrid 136 (MRHPYE) (1199ccm\100kW\136HP) [05\23-11\23];1630;PG04092BBX;26
ST-ABM34750-2;6509-01-5545994P;přední nárazník;983679311T;PEUGEOT | 3008 II SUV (MC_, MR_, MJ_, M4_) [05\16-] | 1.2 Hybrid 136 (MRHPYE) (1199ccm\100kW\136HP) [05\23-11\23];1628;P1-300821A;26
ST-ABM34770;5510-00-0559902Q;přední nárazník;1615658180;CITROËN | JUMPY dodávka (V_) [04\16-] | 1.5 BlueHDi 100 (1499ccm\75kW\102HP) [06\18-];7116;P1-EP1663;171
ST-ABM34770-1;6502-07-0562990P;přední nárazník;1615627580;PEUGEOT | EXPERT bus (V_) [04\16-] | 1.5 BlueHDi 100 (1499ccm\75kW\102HP) [06\18-];3955;PF-TV16;79
ST-ABM34780-2;5510-00-0554904P;přední nárazník;1632654880;PEUGEOT | RIFTER [09\18-] | 1.2 PureTech 110 (1199ccm\81kW\110HP) [09\18-];1973;PF-RF18;32
ST-ABM35950-2;5511-00-6456220P;nárazník;LR026539;LAND ROVER | RANGE ROVER EVOQUE (L538) [06\11-12\19] | 2.0 4x4 (1999ccm\176kW\240HP) [09\11-12\19];1270;AT05005VB;10
ST-ABM35950-7;5510-00-6457901P;přední nárazník;LR079533;LAND ROVER | RANGE ROVER EVOQUE (L538) [06\11-12\19] | 2.0 4x4 (1997ccm\177kW\241HP) [08\17-12\19];1673;UHL50-23320;13
ST-ABM35970-1;5510-00-2003900P;přední nárazník;LR113285;LAND ROVER | RANGE ROVER SPORT II (L494) [04\13-03\22] | 2.0 GTDI 4x4 (1999ccm\177kW\241HP) [10\15-03\22];696;07-9902-WHWS;6
ST-ABM35970-2;5510-00-2003901P;přední nárazník;LR113284;LAND ROVER | RANGE ROVER SPORT II (L494) [04\13-03\22] | 2.0 P400e PHEV 4x4 (1997ccm\297kW\404HP) [10\17-03\22];811;07-9902-WHOS;6
ST-ABM36103-2;5511-00-6012221P;přední nárazník;620725308R;RENAULT | CAPTUR I (J5_, H5_) [06\13-] | 0.9 TCe 90 (898ccm\66kW\90HP) [06\13-];11054;PU-RCT2-1;310
ST-ABM36106;5506-00-6015972P;nárazník;850A89843R;RENAULT | KANGOO III velkoprostorová limuzína [07\21-] | Blue dCi 115 (KJAC) (1461ccm\85kW\116HP) [10\21-];43;PG-KNG9;1
ST-ABM36106-1;5506-00-6015973P;nárazník;850A80589R;RENAULT | KANGOO III Skříňová/velkoprostorová limuzína [06\21-] | 1.3 TCe 100 (FJMA) (1332ccm\75kW\102HP) [06\21-];67;PG-KNG9-P1;1
ST-ABM36107;5510-00-6066902P;přední nárazník;620226635R;RENAULT | TRAFIC III bus (JG_) [05\14-] | 1.6 dCi 115 (JGMD) (1598ccm\85kW\116HP) [05\14-];2866;P1-RTF5VS;57
ST-ABM36107-1;5510-00-6066902P;přední nárazník;620226635R;RENAULT | TRAFIC III bus (JG_) [05\14-] | 1.6 dCi 120 (JGMB) (1598ccm\88kW\120HP) [05\14-];2033;RN7520000-5100;41
ST-ABM36107-2;5510-00-6066901P;přední nárazník;620222986R;RENAULT | TRAFIC III bus (JG_) [05\14-] | 1.6 dCi 115 (JGMD) (1598ccm\85kW\116HP) [05\14-];2866;RN7520000-6000;57
ST-ABM36107-3;5510-00-6066901P;přední nárazník;620222986R;RENAULT | TRAFIC III bus (JG_) [05\14-] | 1.6 dCi 115 (JGMD) (1598ccm\85kW\116HP) [05\14-];2866;RN7520000-6100;57
ST-ABM36107-4;5510-00-6066900P;přední nárazník;620225857R;RENAULT | TRAFIC III bus (JG_) [05\14-] | 1.6 dCi 115 (JGMD) (1598ccm\85kW\116HP) [05\14-];2866;P1-RTF5S;57
ST-ABM36107-5;5510-00-6066900P;přední nárazník;620225857R;RENAULT | TRAFIC III bus (JG_) [05\14-] | 1.6 dCi 115 (JGMD) (1598ccm\85kW\116HP) [05\14-];2866;RN7520000-7100;57
ST-ABM36107-6;5510-00-6066903P;přední nárazník;620227490R;RENAULT | TRAFIC III bus (JG_) [05\14-] | 1.6 dCi 115 (JGMD) (1598ccm\85kW\116HP) [05\14-];2866;P1-RTF5VS-P;57
ST-ABM38480-1;5510-00-6630902Q;přední nárazník;575807221BGRU;SEAT | ATECA (KH7, KHP) [04\16-] | 1.0 TSI (999ccm\85kW\116HP) [05\16-];1778;ST04028BC;28
ST-ABM38480-2;5510-00-6630905P;nárazník;575807221TGRU;SEAT | ATECA (KH7, KHP) [04\16-] | 1.0 TSI (999ccm\81kW\110HP) [09\20-];1848;ST04033BA;30
ST-ABM38500;5506-00-6624950P;nárazník;6F9807421GRU;SEAT | ARONA (KJ7, KJP) [07\17-] | 1.0 TGi (999ccm\66kW\90HP) [11\18-];726;ST04030BAX;12
ST-ABM42109;5510-00-9572902P;přední nárazník;5H0807217ABGRU;VOLKSWAGEN | GOLF VIII (CD1, DA1) [07\19-] | 1.0 eTSI (999ccm\81kW\110HP) [06\20-];900;153.42.9190;14
ST-ABM42109-1;5510-00-9572900P;přední nárazník;5H0807217AFGRU;VOLKSWAGEN | GOLF VIII (CD1, DA1) [07\19-] | 1.0 eTSI (999ccm\81kW\110HP) [06\20-];896;VG04357BA;14
ST-ABM42109-3;5506-00-9572952Q;nárazník;5H6807417HGRU;VOLKSWAGEN | GOLF VIII (CD1, DA1) [07\19-] | 1.0 eTSI (999ccm\81kW\110HP) [06\20-];656;VG04362BA;10
ST-ABM42116;5510-00-9584900P;přední nárazník;11A807217GRU;VOLKSWAGEN | ID.4 (E21) [05\20-] | GTX (ccm\220kW\299HP) [05\21-];15;VG04375BA;1
ST-ABM42117-1;5506-00-9576956P;zadní nárazník;2K7807417JGRU;VOLKSWAGEN | CADDY V Skříňová/velkoprostorová limuzína (SBA, SBH) [09\20-] | 1.5 TGI CNG (1498ccm\96kW\131HP) [06\22-04\24];574;21-8531-OSOP;9
ST-ABM42118;5510-00-9569902Q;nárazník;7LA8072179B9;VOLKSWAGEN | CALIFORNIA T6 Camper (SGC, SGG, SHC) [04\15-08\24] | 2.0 TDI (1968ccm\66kW\90HP) [10\19-08\24];3845;VG04363BA;77
ST-ABM42121;5506-00-9509950Q;zadní nárazník;2G6807417MGRU;VOLKSWAGEN | POLO VI (AW1, BZ1, AE1) [06\17-] | 1.0 MPi (999ccm\59kW\80HP) [09\18-];1943;PL-21300;31
ST-ABM42121-1;5506-00-9509950Q;zadní nárazník;2G6807417MGRU;VOLKSWAGEN | POLO VI (AW1, BZ1, AE1) [06\17-] | 1.0 MPi (999ccm\59kW\80HP) [09\18-];1943;VG04376BB;31
ST-ABM42121-2;5510-00-9509901P;nárazník;2G0807217AFGRU;VOLKSWAGEN | POLO VI (AW1, BZ1, AE1) [06\17-] | 1.0 (999ccm\55kW\75HP) [06\17-08\21];1922;VG04374BA;31
ST-ABM42125;5511-00-0396220P;nárazník;2GA805903K9B9;VOLKSWAGEN | T-ROC (A11, D11) [07\17-] | 1.0 TSI (999ccm\81kW\110HP) [09\20-];1471;VG04389BA;24
ST-ABM42125-1;5510-00-0396900P;nárazník;2GA807217QGRU;VOLKSWAGEN | T-ROC (A11, D11) [07\17-] | 1.0 TSI (999ccm\81kW\110HP) [09\20-];1329;VG04386BA;21
ST-ABM42125-2;5506-00-0396950P;nárazník;2GA807421GGRU;VOLKSWAGEN | T-ROC (A11, D11) [07\17-] | 1.0 TSI (999ccm\81kW\110HP) [09\20-];1329;VG04388BA;21
ST-ABM42270-8;5506-00-9549951Q;nárazník;3G9807417GGRU;VOLKSWAGEN | PASSAT combi (3G5) [08\14-] | 1.4 GTE Hybrid (1395ccm\160kW\218HP) [06\15-03\24];7215;VG04404BA;173
ST-ABM42310;5506-00-9565950P;zadní nárazník;65416100035;VOLKSWAGEN | CRAFTER bus (SYI, SYJ) [09\16-] | 2.0 TDI 4motion (1968ccm\130kW\177HP) [03\17-];447;VG80A86B;4
ST-ABM42310-5;5510-00-9565901P;přední nárazník;65416100024;MAN | TGE bus [02\17-] | 2.0 TDI (1968ccm\103kW\140HP) [02\17-];1404;21-9937-OSH;17
ST-ABM42310-6;5506-00-9565951P;zadní nárazník;65416100036;MAN | TGE bus [02\17-] | 2.0 TDI (1968ccm\103kW\140HP) [02\17-];1001;100.18248;12
ST-ABM42660-3;5511-00-9588972P;zadní nárazník;5NA807521CGRU;VOLKSWAGEN | TIGUAN (AD1, AX1) [01\16-04\24] | 1.4 TSI (1395ccm\110kW\150HP) [05\16-04\24];4566;21-5119;91
ST-ABM42730-3;5506-00-3547955P;zadní nárazník;2E1807302E;MERCEDES-BENZ | SPRINTER 3,5-t bus (B906) [06\06-09\20] | 310 CDI (906.731, 906.733, 906.735) (2143ccm\70kW\95HP) [03\09-12\16];20363;100.18242;285
ST-ABM42880;5510-00-9540909Q;nárazník;3C8807221DGRU;VOLKSWAGEN | CC B7 (358) [11\11-10\17] | 1.4 TSI (1390ccm\118kW\160HP) [11\11-12\16];1635;21-9925-OSH;26
ST-ABM44940;5510-00-9056900P;nárazník;36010616;VOLVO | XC40 (536) [10\17-] | B4 Mild-Hybrid (1969ccm\145kW\197HP) [09\19-];591;VV04045BA;5
ST-ABM44940-1;5506-00-9056951P;zadní nárazník;31663160;VOLVO | XC40 (536) [10\17-] | B3 Mild-Hybrid (1969ccm\120kW\163HP) [01\22-];608;UVK01-24120;5
ST-ABM68360;5506-00-3216952P;nárazník;735602878;JEEP | RENEGADE  (BU) [07\14-] | 1.0 T-GDi (999ccm\84kW\114HP) [08\21-];1939;AM04079BH;23
ST-ABM76230-2;5506-00-9080951P;nárazník;86610J9BD0;HYUNDAI | KONA  (OS) [06\17-] | 1.0 T-GDi (998ccm\88kW\120HP) [07\17-];596;HN04306BB;10
ST-ABM76750;5510-00-3121900P;přední nárazník;86511B9000;HYUNDAI | i10 II (BA, IA) [08\13-12\21] | 1.0 (998ccm\49kW\67HP) [08\13-12\19];3575;HN04178BA;72
ST-ABM76760-2;5510-00-3130901P;přední nárazník;86511C8000;HYUNDAI | i20 ACTIVE (IB, GB) [09\15-08\21] | 1.0 T-GDI (998ccm\88kW\120HP) [09\15-06\18];7425;HN04182BA;178
ST-ABM76760-3;5506-00-3130950P;zadní nárazník;86610C8010;HYUNDAI | i20 II (GB, IB) [11\14-08\21] | 1.0 T-GDI (998ccm\74kW\101HP) [01\16-08\20];7403;HY0206-020BA;178
ST-ABM76760-4;5506-00-3130951P;zadní nárazník;86610C8000;HYUNDAI | i20 II (GB, IB) [11\14-08\21] | 1.0 T-GDI (998ccm\74kW\101HP) [01\16-08\20];7435;HY0206-020BB;178
ST-ABM76780-1;5510-00-3137905P;přední nárazník;86511G4500;HYUNDAI | i30 combi (PDE) [03\17-] | 1.0 T-GDI (998ccm\74kW\101HP) [05\24-];9705;I30-20201;233
ST-ABM76840;5510-00-3187901Q;přední nárazník;86540N7000;HYUNDAI | TUCSON (NX4E, NX4A) [10\20-] | 1.6 CRDi (1598ccm\100kW\136HP) [11\20-];558;HN04312BB;9
ST-ABM76840-1;6502-07-3185222P;nárazník;86512N7000;HYUNDAI | TUCSON (NX4E, NX4A) [10\20-] | 1.6 CRDi (1598ccm\100kW\136HP) [11\20-];576;HN04315BA;9
ST-ABM76840-2;6502-07-3185221P;nárazník;86512N7010;HYUNDAI | TUCSON (NX4E, NX4A) [10\20-] | 1.6 CRDi (1598ccm\100kW\136HP) [11\20-];576;HN04314BA;9
ST-ABM76880;5510-00-3122900P;přední nárazník;86510K7000;HYUNDAI | i10 III (AC3, AI3) [09\19-] | 1.0 MPi (998ccm\49kW\67HP) [09\19-];49;HN04308BA;1
ST-ABM76890;5510-00-3179900P;nárazník;86510G2000;HYUNDAI | IONIQ (AE) [03\16-03\23] | 1.6 GDI Hybrid (1580ccm\104kW\141HP) [03\16-07\22];113;HN04226BC;1
ST-ABM78270-3;5510-00-3279901P;nárazník;865111W200;KIA | RIO III hatchback (UB) [09\11-12\17] | 1.1 CRDi (1120ccm\55kW\75HP) [09\11-12\17];6361;KA04084BB;153
ST-ABM78290-4;5510-00-3296906Q;nárazník;86510F1510;KIA | SPORTAGE IV (QL, QLE) [01\15-10\22] | 1.6 CRDi (1598ccm\100kW\136HP) [07\18-09\22];5985;KA04221BB;144
ST-ABM78290-5;5510-00-3296905Q;nárazník;86511F1500;KIA | SPORTAGE IV (QL, QLE) [01\15-10\22] | 1.6 CRDi (1598ccm\100kW\136HP) [07\18-09\22];5985;KA04221BA;144
ST-ABM78290-6;5506-00-3296956P;nárazník;86611F1500;KIA | SPORTAGE IV (QL, QLE) [01\15-10\22] | 1.6 CRDi (1598ccm\100kW\136HP) [07\18-09\22];5985;KA04248BA;144
ST-ABM78560-6;5510-00-3271900Q;nárazník;86511G6000;KIA | PICANTO III (JA) [03\17-] | 1.0 (998ccm\49kW\67HP) [03\17-];162;KA04155BA;1
ST-ABM78560-7;5506-00-3271950P;zadní nárazník;86611G6000;KIA | PICANTO III (JA) [03\17-] | 1.0 (998ccm\49kW\67HP) [03\17-];153;KOP13-24110;1
ST-ABM78640-6;5510-00-1618905P;nárazník;86510G5500;KIA | NIRO I (DE) [09\16-08\22] | 1.6 GDI Hybrid (1580ccm\104kW\141HP) [09\16-08\22];292;KA04225BA;2
ST-ABM80470-2;5506-00-3421950P;nárazník;DF7150221F8H;MAZDA | 2 (DE_, DH_) [07\07-06\15] | 1.3 (DE3FS) (1349ccm\55kW\75HP) [10\07-06\15];3722;MZ04128BA;74
ST-ABM80490-3;5510-00-3422900P;nárazník;DB5J50031ABB;MAZDA | 2 Šikmá zadní část (DL, DJ) [08\14-] | 1.5 (1496ccm\55kW\75HP) [08\14-11\17];842;MZ04171BA;13
ST-ABM80490-4;5506-00-3422950P;zadní nárazník;DB5J50221ABB;MAZDA | 2 Šikmá zadní část (DL, DJ) [08\14-] | 1.5 (1496ccm\55kW\75HP) [08\14-11\17];842;MZ0017-020AB;13
ST-ABM80580;5510-00-3455900P;nárazník;GSJ850031;MAZDA | 6 combi (GJ, GL) [08\12-] | 2.0 (GJEFW) (1998ccm\107kW\146HP) [01\13-];5520;MZ04188BD;132
ST-ABM80770-3;5510-00-3478902P;nárazník;B63B50031ABB;MAZDA | 3 (BM, BN) [07\13-05\19] | 1.5 (1496ccm\74kW\100HP) [09\13-05\19];3979;MZ04176BB;80
ST-ABM80840;5510-00-3458900P;nárazník;N2Y150030CBB;MAZDA | MX-5 IV (ND__) [04\15-] | 1.5 (ND2E, ND5R) (1496ccm\96kW\131HP) [06\15-];301;MZ04172BB;2
ST-ABM82360;5510-00-3754903P;nárazník;6400K786;MITSUBISHI | OUTLANDER III (GG_W, GF_W, ZJ, ZL, ZK) [11\10-12\22] | 2.0 (1998ccm\105kW\143HP) [10\12-12\22];2976;MB04172BH;60
ST-ABM84101;5511-00-1605220P;nárazník;620266PA0A;NISSAN | JUKE (F16_) [08\19-] | 1.0 (999ccm\84kW\114HP) [08\19-];20;16-5110-WSH;1
ST-ABM84101-2;5510-00-1605902P;nárazník;620226PA0A;NISSAN | JUKE (F16_) [08\19-] | 1.0 (999ccm\84kW\114HP) [08\19-];20;DS04521BB;1
ST-ABM84310;6502-07-1620912P;mřížka do nárazníku;620266UA0A;NISSAN | QASHQAI III (J12) [04\21-] | 1.3 DIG-T (1332ccm\103kW\140HP) [04\21-];68;DS04539BA;1
ST-ABM84310-2;5506-00-1620950P;nárazník;850226UA0A;NISSAN | QASHQAI III (J12) [04\21-] | 1.3 DIG-T (1332ccm\103kW\140HP) [04\21-];68;DS04540BA;1
ST-ABM84340;5510-00-1603900P;nárazník;F20223ZLMH;NISSAN | PULSAR hatchback (C13) [10\14-] | 1.2 DIG-T (1197ccm\85kW\115HP) [10\14-];675;DS04413BAX;11
ST-ABM84820;5510-00-1638900Q;nárazník;62022 3VU6B;NISSAN | NOTE (E12) [09\12-] | 1.2 (1198ccm\58kW\79HP) [08\12-];538;DS04396BA;9
ST-ABM84840-2;5510-00-1601903P;nárazník;62022BV80H;NISSAN | JUKE (F15) [06\10-12\19] | 1.2 DIG-T (1197ccm\85kW\115HP) [05\14-12\19];6705;DS04383BC;161
ST-ABM89100;5510-00-7706900P;přední nárazník;1493736S0A;TESLA | MODEL Y (5YJY) [03\19-] | EV (ccm\192kW\261HP) [03\19-];78;3702115;1
ST-ABM89120;5510-00-7703900P;přední nárazník;1084168S0E;TESLA | MODEL 3 (5YJ3) [01\17-] | EV (ccm\175kW\238HP) [04\19-];185;3701115;1
ST-ABM89120-1;5506-00-7709950P;zadní nárazník;108398300H;TESLA | MODEL 3 (5YJ3) [01\17-] | EV (ccm\175kW\238HP) [04\19-];197;TL04002BB;1
ST-ABM90103-3;5510-00-8186901P;nárazník;521194A916;TOYOTA | RAV 4 V (_A5_, _H5_) [12\18-] | 2.0 (MXAA52) (1987ccm\129kW\175HP) [12\18-];627;TY04662BC;10
ST-ABM90103-L;5508-00-8186961P;nárazník;521620R910;TOYOTA | RAV 4 V (_A5_, _H5_) [12\18-] | 2.0 (MXAA52) (1987ccm\129kW\175HP) [12\18-];627;TY04663PCL;10
ST-ABM90103-R;5508-00-8186962P;P nárazník;521610R910;TOYOTA | RAV 4 V (_A5_, _H5_) [12\18-] | 2.0 (MXAA52) (1987ccm\129kW\175HP) [12\18-];627;TY04663PCR;10
ST-ABM90109;5510-00-8158902P;přední nárazník;521190U947;MAZDA | 2 Hatchback (KB) [03\22-] | 1.5 Hybrid (KBAC3X) (1490ccm\85kW\116HP) [03\22-];601;TY04785BB;10
ST-ABM90111-2;5510-00-8140901Q;nárazník;52119F2909;TOYOTA | COROLLA combi (_E21_) [02\19-] | 1.2 (NRE210) (1197ccm\85kW\116HP) [02\19-];1428;TY04676BD;23
ST-ABM90113;5506-00-8168952P;zadní nárazník;52159YP918;TOYOTA | YARIS CROSS (MXP_) [09\20-] | 1.5 (MXPB10) (1490ccm\88kW\120HP) [09\20-];402;TY04812BA;3
ST-ABM90113-1;5506-00-8168950P;zadní nárazník;52159YP919;TOYOTA | YARIS CROSS (MXP_) [09\20-] | 1.5 (MXPB10) (1490ccm\88kW\120HP) [09\20-];402;TY04812BB;3
